#rig1,rig2,flux,error,dataset
0.28 0.32 1.631037e+02 7.592275e-01 EPHIN_H-1m
0.76 0.83 1.629829e+03 3.263730e+02 EPHIN_H-Kuhn
0.83 0.90 1.623685e+03 3.251426e+02 EPHIN_H-Kuhn
0.90 0.98 1.680462e+03 3.365123e+02 EPHIN_H-Kuhn
0.98 1.06 1.550966e+03 3.105806e+02 EPHIN_H-Kuhn
1.06 1.16 1.625324e+03 3.254709e+02 EPHIN_H-Kuhn
1.16 1.26 1.350470e+03 2.704314e+02 EPHIN_H-Kuhn
1.26 1.38 1.328489e+03 2.660297e+02 EPHIN_H-Kuhn
1.38 1.51 1.207643e+03 2.418304e+02 EPHIN_H-Kuhn
1.51 1.66 1.152970e+03 2.308821e+02 EPHIN_H-Kuhn
1.66 1.83 1.038862e+03 2.080320e+02 EPHIN_H-Kuhn
1.83 2.02 9.432803e+02 1.888917e+02 EPHIN_H-Kuhn
2.02 2.23 7.680812e+02 1.538081e+02 EPHIN_H-Kuhn
2.23 2.47 5.942488e+02 1.189982e+02 EPHIN_H-Kuhn
0.40 0.43 5.787160e+02 7.152888e+01 PAMELA_H-ApJ2013
0.43 0.46 6.637016e+02 8.047426e+01 PAMELA_H-ApJ2013
0.46 0.47 7.241620e+02 8.651769e+01 PAMELA_H-ApJ2013
0.47 0.49 7.882724e+02 9.290138e+01 PAMELA_H-ApJ2013
0.49 0.51 8.554240e+02 9.945347e+01 PAMELA_H-ApJ2013
0.51 0.55 9.256646e+02 1.065291e+02 PAMELA_H-ApJ2013
0.55 0.57 9.982264e+02 1.138509e+02 PAMELA_H-ApJ2013
0.57 0.59 1.059715e+03 1.197992e+02 PAMELA_H-ApJ2013
0.59 0.63 1.153593e+03 1.292892e+02 PAMELA_H-ApJ2013
0.63 0.66 1.234612e+03 1.372196e+02 PAMELA_H-ApJ2013
0.66 0.68 1.267851e+03 1.399221e+02 PAMELA_H-ApJ2013
0.68 0.71 1.330187e+03 1.457947e+02 PAMELA_H-ApJ2013
0.71 0.75 1.417005e+03 1.542691e+02 PAMELA_H-ApJ2013
0.75 0.79 1.477985e+03 1.599152e+02 PAMELA_H-ApJ2013
0.79 0.82 1.504226e+03 1.617732e+02 PAMELA_H-ApJ2013
0.82 0.87 1.552695e+03 1.659868e+02 PAMELA_H-ApJ2013
0.87 0.90 1.576573e+03 1.675662e+02 PAMELA_H-ApJ2013
0.90 0.94 1.590571e+03 1.680862e+02 PAMELA_H-ApJ2013
0.94 1.00 1.595212e+03 1.676207e+02 PAMELA_H-ApJ2013
1.00 1.04 1.624800e+03 1.697865e+02 PAMELA_H-ApJ2013
1.04 1.09 1.609042e+03 1.672188e+02 PAMELA_H-ApJ2013
1.09 1.14 1.567191e+03 1.619850e+02 PAMELA_H-ApJ2013
1.14 1.19 1.554508e+03 1.598101e+02 PAMELA_H-ApJ2013
1.19 1.24 1.518471e+03 1.552655e+02 PAMELA_H-ApJ2013
1.24 1.31 1.471116e+03 1.496276e+02 PAMELA_H-ApJ2013
1.31 1.37 1.433294e+03 1.450165e+02 PAMELA_H-ApJ2013
1.37 1.43 1.375312e+03 1.384272e+02 PAMELA_H-ApJ2013
1.43 1.50 1.322032e+03 1.323790e+02 PAMELA_H-ApJ2013
1.50 1.57 1.262122e+03 1.257350e+02 PAMELA_H-ApJ2013
1.57 1.65 1.195250e+03 1.184711e+02 PAMELA_H-ApJ2013
1.65 1.72 1.134146e+03 1.118525e+02 PAMELA_H-ApJ2013
1.72 1.80 1.069031e+03 1.049091e+02 PAMELA_H-ApJ2013
1.80 1.89 1.005457e+03 9.818811e+01 PAMELA_H-ApJ2013
1.89 1.98 9.522866e+02 9.254658e+01 PAMELA_H-ApJ2013
1.98 2.08 8.810533e+02 8.521639e+01 PAMELA_H-ApJ2013
2.08 2.16 8.215388e+02 7.908665e+01 PAMELA_H-ApJ2013
2.16 2.27 7.643773e+02 7.324299e+01 PAMELA_H-ApJ2013
2.27 2.38 7.079178e+02 6.752372e+01 PAMELA_H-ApJ2013
2.38 2.49 6.555648e+02 6.224933e+01 PAMELA_H-ApJ2013
2.49 2.60 6.041442e+02 5.711349e+01 PAMELA_H-ApJ2013
2.60 2.73 5.548785e+02 5.222876e+01 PAMELA_H-ApJ2013
2.73 2.86 5.116325e+02 4.795324e+01 PAMELA_H-ApJ2013
2.86 3.00 4.680862e+02 4.368894e+01 PAMELA_H-ApJ2013
3.00 3.13 4.270983e+02 3.970068e+01 PAMELA_H-ApJ2013
3.13 3.29 3.916653e+02 3.626166e+01 PAMELA_H-ApJ2013
3.29 3.43 3.556617e+02 3.280005e+01 PAMELA_H-ApJ2013
3.43 3.60 3.239329e+02 2.976040e+01 PAMELA_H-ApJ2013
