#rig1,rig2,flux,error,dataset
0.28 0.32 6.887866e+01 4.069303e-01 EPHIN_H-1m
1.00 1.16 1.009090e+03 2.898321e+01 AMS02_H-PRL2021
1.16 1.33 9.876837e+02 2.221263e+01 AMS02_H-PRL2021
1.33 1.51 9.324158e+02 1.726399e+01 AMS02_H-PRL2021
1.51 1.71 8.588634e+02 1.365743e+01 AMS02_H-PRL2021
1.71 1.92 7.659535e+02 1.085603e+01 AMS02_H-PRL2021
1.92 2.15 6.706609e+02 8.698988e+00 AMS02_H-PRL2021
2.15 2.40 5.771618e+02 7.039631e+00 AMS02_H-PRL2021
2.40 2.67 4.899471e+02 5.673074e+00 AMS02_H-PRL2021
2.67 2.97 4.119367e+02 4.601869e+00 AMS02_H-PRL2021
2.97 3.29 3.438736e+02 3.740002e+00 AMS02_H-PRL2021
3.29 3.64 2.849455e+02 3.042380e+00 AMS02_H-PRL2021
3.64 4.02 2.348172e+02 2.484552e+00 AMS02_H-PRL2021
4.02 4.43 1.918029e+02 2.016693e+00 AMS02_H-PRL2021
4.43 4.88 1.565345e+02 1.630050e+00 AMS02_H-PRL2021
4.88 5.37 1.269286e+02 1.319970e+00 AMS02_H-PRL2021
5.37 5.90 1.020832e+02 1.067622e+00 AMS02_H-PRL2021
5.90 6.47 8.235125e+01 8.641360e-01 AMS02_H-PRL2021
6.47 7.09 6.613362e+01 6.947250e-01 AMS02_H-PRL2021
7.09 7.76 5.301164e+01 5.581492e-01 AMS02_H-PRL2021
7.76 8.48 4.249020e+01 4.527326e-01 AMS02_H-PRL2021
8.48 9.26 3.406224e+01 3.669395e-01 AMS02_H-PRL2021
9.26 10.10 2.726940e+01 2.932999e-01 AMS02_H-PRL2021
10.10 11.00 2.184574e+01 2.361796e-01 AMS02_H-PRL2021
11.00 13.00 1.573562e+01 1.733487e-01 AMS02_H-PRL2021
13.00 16.60 9.143109e+00 1.032422e-01 AMS02_H-PRL2021
16.60 22.80 4.301366e+00 4.992841e-02 AMS02_H-PRL2021
22.80 33.50 1.653451e+00 1.986905e-02 AMS02_H-PRL2021
33.50 48.50 5.778875e-01 6.954280e-03 AMS02_H-PRL2021
48.50 69.70 2.064324e-01 2.466804e-03 AMS02_H-PRL2021
69.70 100.00 7.507610e-02 8.965828e-04 AMS02_H-PRL2021
