#rig1,rig2,flux,error,dataset
0.28 0.32 5.737101e+01 5.912633e-01 EPHIN_H-1m
0.76 0.83 7.308360e+02 1.463498e+02 EPHIN_H-Kuhn
0.83 0.90 7.171274e+02 1.436046e+02 EPHIN_H-Kuhn
0.90 0.98 7.978665e+02 1.597727e+02 EPHIN_H-Kuhn
0.98 1.06 7.130032e+02 1.427788e+02 EPHIN_H-Kuhn
1.06 1.16 8.164774e+02 1.634995e+02 EPHIN_H-Kuhn
1.16 1.26 7.107736e+02 1.423323e+02 EPHIN_H-Kuhn
1.26 1.38 7.335214e+02 1.468875e+02 EPHIN_H-Kuhn
1.38 1.51 6.792993e+02 1.360296e+02 EPHIN_H-Kuhn
1.51 1.66 6.625277e+02 1.326711e+02 EPHIN_H-Kuhn
1.66 1.83 6.426860e+02 1.286978e+02 EPHIN_H-Kuhn
1.83 2.02 5.929190e+02 1.187319e+02 EPHIN_H-Kuhn
2.02 2.23 4.937665e+02 9.887667e+01 EPHIN_H-Kuhn
2.23 2.47 3.899758e+02 7.809259e+01 EPHIN_H-Kuhn
0.40 0.43 2.579455e+02 2.735514e+01 PAMELA_H-ApJL2018
0.43 0.46 2.868582e+02 3.081375e+01 PAMELA_H-ApJL2018
0.46 0.47 3.134762e+02 3.713292e+01 PAMELA_H-ApJL2018
0.47 0.49 3.262379e+02 3.422178e+01 PAMELA_H-ApJL2018
0.49 0.51 3.710233e+02 3.464603e+01 PAMELA_H-ApJL2018
0.51 0.55 4.302186e+02 4.072433e+01 PAMELA_H-ApJL2018
0.55 0.57 4.687991e+02 4.696092e+01 PAMELA_H-ApJL2018
0.57 0.59 4.886785e+02 4.835036e+01 PAMELA_H-ApJL2018
0.59 0.63 5.302757e+02 4.896469e+01 PAMELA_H-ApJL2018
0.63 0.66 5.836885e+02 5.348215e+01 PAMELA_H-ApJL2018
0.66 0.68 6.067183e+02 5.801961e+01 PAMELA_H-ApJL2018
0.68 0.71 6.364719e+02 5.760248e+01 PAMELA_H-ApJL2018
0.71 0.75 6.841867e+02 6.158959e+01 PAMELA_H-ApJL2018
0.75 0.79 7.228735e+02 6.354444e+01 PAMELA_H-ApJL2018
0.79 0.82 7.644219e+02 6.828492e+01 PAMELA_H-ApJL2018
0.82 0.87 7.889292e+02 6.902501e+01 PAMELA_H-ApJL2018
0.87 0.90 8.107448e+02 7.212155e+01 PAMELA_H-ApJL2018
0.90 0.94 8.284824e+02 7.230451e+01 PAMELA_H-ApJL2018
0.94 1.00 8.446662e+02 7.280266e+01 PAMELA_H-ApJL2018
1.00 1.04 8.641732e+02 7.527049e+01 PAMELA_H-ApJL2018
1.04 1.09 8.789894e+02 7.569417e+01 PAMELA_H-ApJL2018
1.09 1.14 8.899317e+02 7.661416e+01 PAMELA_H-ApJL2018
1.14 1.19 8.893040e+02 7.659352e+01 PAMELA_H-ApJL2018
1.19 1.24 8.790442e+02 7.582134e+01 PAMELA_H-ApJL2018
1.24 1.31 8.791616e+02 7.524130e+01 PAMELA_H-ApJL2018
1.31 1.37 8.727933e+02 7.475233e+01 PAMELA_H-ApJL2018
1.37 1.43 8.462436e+02 7.258337e+01 PAMELA_H-ApJL2018
1.43 1.50 8.269293e+02 7.056618e+01 PAMELA_H-ApJL2018
1.50 1.57 8.142244e+02 6.957668e+01 PAMELA_H-ApJL2018
1.57 1.65 7.928864e+02 6.749622e+01 PAMELA_H-ApJL2018
1.65 1.72 7.470532e+02 6.397097e+01 PAMELA_H-ApJL2018
1.72 1.80 7.192951e+02 6.136792e+01 PAMELA_H-ApJL2018
1.80 1.89 6.915816e+02 5.885035e+01 PAMELA_H-ApJL2018
1.89 1.98 6.548727e+02 5.583803e+01 PAMELA_H-ApJL2018
1.98 2.08 6.247233e+02 5.317378e+01 PAMELA_H-ApJL2018
2.08 2.16 5.926795e+02 5.073072e+01 PAMELA_H-ApJL2018
2.16 2.27 5.628381e+02 4.791502e+01 PAMELA_H-ApJL2018
2.27 2.38 5.253334e+02 4.483921e+01 PAMELA_H-ApJL2018
2.38 2.49 4.924080e+02 4.210728e+01 PAMELA_H-ApJL2018
2.49 2.60 4.593282e+02 3.926318e+01 PAMELA_H-ApJL2018
2.60 2.73 4.320119e+02 3.690001e+01 PAMELA_H-ApJL2018
2.73 2.86 4.022113e+02 3.443959e+01 PAMELA_H-ApJL2018
2.86 3.00 3.737742e+02 3.198090e+01 PAMELA_H-ApJL2018
3.00 3.13 3.418047e+02 2.934035e+01 PAMELA_H-ApJL2018
3.13 3.29 3.211366e+02 2.748856e+01 PAMELA_H-ApJL2018
3.29 3.43 2.968055e+02 2.554687e+01 PAMELA_H-ApJL2018
3.43 3.60 2.721193e+02 2.337912e+01 PAMELA_H-ApJL2018
3.60 3.76 2.490191e+02 2.145976e+01 PAMELA_H-ApJL2018
3.76 3.95 2.283931e+02 1.965399e+01 PAMELA_H-ApJL2018
