#rig1,rig2,flux,error,dataset
0.28 0.32 1.427444e+02 8.607422e-01 EPHIN_H-1m
0.76 0.83 1.209437e+03 2.421895e+02 EPHIN_H-Kuhn
0.83 0.90 1.177171e+03 2.357284e+02 EPHIN_H-Kuhn
0.90 0.98 1.221512e+03 2.446077e+02 EPHIN_H-Kuhn
0.98 1.06 1.154036e+03 2.310955e+02 EPHIN_H-Kuhn
1.06 1.16 1.220901e+03 2.444852e+02 EPHIN_H-Kuhn
1.16 1.26 1.042468e+03 2.087540e+02 EPHIN_H-Kuhn
1.26 1.38 1.026930e+03 2.056426e+02 EPHIN_H-Kuhn
1.38 1.51 9.392781e+02 1.880903e+02 EPHIN_H-Kuhn
1.51 1.66 9.034468e+02 1.809151e+02 EPHIN_H-Kuhn
1.66 1.83 8.539801e+02 1.710094e+02 EPHIN_H-Kuhn
1.83 2.02 7.905587e+02 1.583093e+02 EPHIN_H-Kuhn
2.02 2.23 6.766430e+02 1.354977e+02 EPHIN_H-Kuhn
2.23 2.47 5.385380e+02 1.078421e+02 EPHIN_H-Kuhn
