#rig1,rig2,flux,error,dataset
0.28 0.32 1.771975e+01 3.336411e-01 EPHIN_H-1m
0.76 0.83 3.492491e+02 6.993707e+01 EPHIN_H-Kuhn
0.83 0.90 3.517984e+02 7.044756e+01 EPHIN_H-Kuhn
0.90 0.98 3.671598e+02 7.352370e+01 EPHIN_H-Kuhn
0.98 1.06 3.675274e+02 7.359730e+01 EPHIN_H-Kuhn
1.06 1.16 4.120540e+02 8.251375e+01 EPHIN_H-Kuhn
1.16 1.26 3.711817e+02 7.432909e+01 EPHIN_H-Kuhn
1.26 1.38 3.830612e+02 7.670794e+01 EPHIN_H-Kuhn
1.38 1.51 3.941613e+02 7.893074e+01 EPHIN_H-Kuhn
1.51 1.66 4.130043e+02 8.270404e+01 EPHIN_H-Kuhn
1.66 1.83 4.313920e+02 8.638618e+01 EPHIN_H-Kuhn
1.83 2.02 4.132466e+02 8.275257e+01 EPHIN_H-Kuhn
2.02 2.23 3.748968e+02 7.507302e+01 EPHIN_H-Kuhn
2.23 2.47 3.156947e+02 6.321781e+01 EPHIN_H-Kuhn
