#rig1,rig2,flux,error,dataset
0.28 0.32 3.956136e+01 3.790843e-01 EPHIN_H-1m
0.76 0.83 6.467575e+02 1.295131e+02 EPHIN_H-Kuhn
0.83 0.90 6.697699e+02 1.341213e+02 EPHIN_H-Kuhn
0.90 0.98 7.060766e+02 1.413917e+02 EPHIN_H-Kuhn
0.98 1.06 6.983021e+02 1.398349e+02 EPHIN_H-Kuhn
1.06 1.16 7.325404e+02 1.466911e+02 EPHIN_H-Kuhn
1.16 1.26 6.239013e+02 1.249361e+02 EPHIN_H-Kuhn
1.26 1.38 6.683195e+02 1.338309e+02 EPHIN_H-Kuhn
1.38 1.51 6.457536e+02 1.293121e+02 EPHIN_H-Kuhn
1.51 1.66 6.539234e+02 1.309481e+02 EPHIN_H-Kuhn
1.66 1.83 6.074703e+02 1.216458e+02 EPHIN_H-Kuhn
1.83 2.02 5.749518e+02 1.151340e+02 EPHIN_H-Kuhn
2.02 2.23 5.029103e+02 1.007077e+02 EPHIN_H-Kuhn
2.23 2.47 3.992609e+02 7.995194e+01 EPHIN_H-Kuhn
