#rig1,rig2,flux,error,dataset
0.28 0.32 3.844858e+01 3.631590e-01 EPHIN_H-1m
1.00 1.16 5.833615e+02 1.785036e+01 AMS02_H-PRL2021
1.16 1.33 5.945233e+02 1.390547e+01 AMS02_H-PRL2021
1.33 1.51 5.861262e+02 1.102997e+01 AMS02_H-PRL2021
1.51 1.71 5.597717e+02 8.925346e+00 AMS02_H-PRL2021
1.71 1.92 5.186026e+02 7.355425e+00 AMS02_H-PRL2021
1.92 2.15 4.697270e+02 6.106968e+00 AMS02_H-PRL2021
2.15 2.40 4.176515e+02 5.104535e+00 AMS02_H-PRL2021
2.40 2.67 3.655542e+02 4.244512e+00 AMS02_H-PRL2021
2.67 2.97 3.162073e+02 3.540925e+00 AMS02_H-PRL2021
2.97 3.29 2.711579e+02 2.951219e+00 AMS02_H-PRL2021
3.29 3.64 2.303007e+02 2.457408e+00 AMS02_H-PRL2021
3.64 4.02 1.942247e+02 2.055012e+00 AMS02_H-PRL2021
4.02 4.43 1.625843e+02 1.713082e+00 AMS02_H-PRL2021
4.43 4.88 1.348524e+02 1.399161e+00 AMS02_H-PRL2021
4.88 5.37 1.109750e+02 1.156612e+00 AMS02_H-PRL2021
5.37 5.90 9.070596e+01 9.431173e-01 AMS02_H-PRL2021
5.90 6.47 7.399971e+01 7.765010e-01 AMS02_H-PRL2021
6.47 7.09 6.013642e+01 6.316821e-01 AMS02_H-PRL2021
7.09 7.76 4.876507e+01 5.135255e-01 AMS02_H-PRL2021
7.76 8.48 3.945259e+01 4.203394e-01 AMS02_H-PRL2021
8.48 9.26 3.186637e+01 3.432707e-01 AMS02_H-PRL2021
9.26 10.10 2.573323e+01 2.769908e-01 AMS02_H-PRL2021
10.10 11.00 2.072972e+01 2.246101e-01 AMS02_H-PRL2021
11.00 13.00 1.508583e+01 1.667851e-01 AMS02_H-PRL2021
13.00 16.60 8.853895e+00 9.996904e-02 AMS02_H-PRL2021
16.60 22.80 4.208354e+00 4.881473e-02 AMS02_H-PRL2021
22.80 33.50 1.631811e+00 1.949326e-02 AMS02_H-PRL2021
33.50 48.50 5.733440e-01 6.889960e-03 AMS02_H-PRL2021
48.50 69.70 2.055557e-01 2.448379e-03 AMS02_H-PRL2021
69.70 100.00 7.506587e-02 8.943415e-04 AMS02_H-PRL2021
